group,item,value
2223,64,76
2223,206,43
2223,277,15
2223,62,34
2223,197,32
2223,111,24
2223,117,66
2223,125,48
2223,246,24
2223,46,53
2223,42,45
2223,379,57
2223,242,46
2223,142,54
2223,127,26
2223,14,51
2223,375,31
2223,170,57
2223,360,32
2223,344,43
2225,273,84
2226,241,35
2226,252,73
2226,95,59
2226,307,88
2226,203,63
2226,216,54
2226,45,57
2226,330,42
2226,133,87
2226,251,64
2226,303,91
2226,193,94
2226,142,70
2226,357,54
2226,170,75
2226,46,65
2226,273,98
2226,31,62
2226,129,72
2226,37,59
2226,332,74
2226,40,59
2226,238,71
2226,375,52
2226,149,45
2226,280,45
2226,187,62
2226,360,30
2226,107,74
2226,201,40
2226,358,76
2226,250,96
2226,378,109
2226,285,50
2226,311,30
2226,391,36
2226,120,64
2226,16,68
2226,245,116
2226,373,44
2226,324,67
2226,27,33
2226,141,61
2226,244,44
2226,18,90
2226,233,59
2226,113,56
2226,39,63
2226,260,44
2226,379,43
2226,383,40
2226,318,54
2226,59,103
2226,338,95
2226,152,47
2226,242,30
2226,19,51
2226,197,47
2226,160,43
2226,281,40
2227,250,60
2227,238,78
2227,129,92
2227,384,28
2227,233,36
2227,330,35
2227,152,55
2227,107,33
2227,383,35
2227,13,24
2227,3,35
2227,338,78
2227,324,44
2227,344,55
2227,378,85
2227,365,24
2227,113,44
2227,36,28
2227,307,71
2227,273,93
2227,193,85
2227,245,117
2227,206,55
2227,170,42
2227,118,55
2227,18,64
2227,142,31
2227,160,35
2227,59,103
2227,16,51
2227,37,36
2227,39,42
2227,291,39
2228,112,25
2228,186,13
2228,170,21
2228,380,51
2228,189,12
2228,66,73
2228,264,69
2228,225,57
2228,347,36
2228,165,37
2228,149,12
2228,64,53
2228,27,51
2228,234,62
2228,363,12
2228,343,16
2228,212,54
2228,193,21
2228,162,13
2228,378,60
2228,115,12
2228,245,26
2228,260,12
2228,240,31
2228,143,29
2228,314,33
2228,304,22
2228,105,58
2228,161,30
2228,267,23
2228,37,23
2228,365,31
2228,144,12
2228,306,46
2228,206,16
2228,384,12
2228,150,18
2228,51,23
2228,100,49
2228,132,34
2228,383,45
2228,350,32
2228,263,54
2228,163,12
2228,60,51
2228,244,33
2228,233,29
2228,23,48
2228,15,47
2228,124,51
2228,367,34
2228,3,27
2228,167,25
2228,364,70
2228,307,53
2228,283,30
2228,118,41
2228,148,23
2228,142,31
2228,56,20
2228,194,40
2228,13,15
2228,330,74
2228,389,17
2228,208,71
2228,178,61
2228,160,38
2228,181,30
2228,297,17
2228,221,14
2228,252,13
2228,183,23
2228,344,16
2228,127,35
2228,59,12
2228,122,43
2228,141,15
2228,145,54
2228,50,29
2228,312,19
2228,328,69
2228,336,53
2228,308,17
2228,356,54
2228,352,25
2228,19,75
2228,84,12
2228,353,12
2228,303,27
2228,67,28
2228,18,28
2228,321,14
2228,5,12
2228,117,33
2228,273,32
2229,167,29
2229,381,15
2229,311,17
2229,158,22
2229,379,20
2229,45,16
2229,244,51
2229,350,16
2229,98,37
2229,291,53
2229,59,99
2229,224,15
2229,322,19
2229,373,42
2229,120,40
2229,30,16
2229,83,13
2229,57,44
2229,170,74
2229,82,12
2229,127,14
2229,324,57
2229,257,15
2229,175,13
2229,231,22
2229,11,16
2229,193,100
2229,187,24
2229,233,66
2229,360,17
2229,353,31
2229,160,66
2229,3,53
2229,365,84
2229,347,34
2229,1,22
2229,75,36
2229,299,13
2229,50,43
2229,280,24
2229,333,44
2229,358,47
2229,375,21
2229,208,14
2229,285,30
2229,123,16
2229,189,29
2229,271,12
2229,26,13
2229,303,56
2229,378,78
2229,216,21
2229,84,29
2229,252,59
2229,330,63
2229,372,37
2229,125,34
2229,380,21
2229,287,15
2229,260,33
2229,23,22
2229,178,26
2229,238,60
2229,250,87
2229,107,52
2229,124,41
2229,133,45
2229,245,94
2229,16,68
2229,90,13
2229,118,67
2229,148,19
2229,251,30
2229,152,76
2229,282,12
2229,56,13
2229,150,13
2229,369,13
2229,5,29
2229,144,29
2229,363,29
2229,141,40
2229,279,15
2229,165,42
2229,258,12
2229,384,42
2229,297,56
2229,64,14
2229,40,25
2229,115,29
2229,242,19
2229,39,45
2229,277,12
2229,113,51
2229,344,60
2229,18,78
2229,197,19
2229,31,30
2229,147,41
2229,96,17
2229,142,60
2229,318,21
2229,13,58
2229,27,45
2229,338,60
2229,36,51
2229,66,40
2229,203,40
2229,95,23
2229,206,60
2229,391,24
2229,129,85
2229,264,14
2229,273,89
2229,139,23
2229,46,24
2229,176,14
2229,389,12
2229,383,59
2229,307,82
2229,332,41
2229,117,29
2229,149,23
2229,19,28
2229,308,56
2229,241,19
2229,37,62
2229,225,15
2230,279,15
2230,24,14
2230,216,49
2230,360,44
2230,152,48
2230,264,25
2230,129,33
2230,363,32
2230,381,15
2230,338,24
2230,362,14
2230,273,46
2230,383,29
2230,125,15
2230,353,32
2230,285,30
2230,358,36
2230,27,38
2230,311,44
2230,40,63
2230,260,32
2230,165,30
2230,31,75
2230,144,32
2230,149,37
2230,322,35
2230,123,35
2230,324,75
2230,344,41
2230,193,75
2230,250,33
2230,189,32
2230,66,32
2230,115,32
2230,242,50
2230,347,32
2230,197,40
2230,57,36
2230,224,15
2230,50,35
2230,160,29
2230,36,27
2230,373,34
2230,162,14
2230,384,41
2230,84,32
2230,178,28
2230,133,50
2230,98,29
2230,201,18
2230,167,32
2230,16,56
2230,142,76
2230,19,36
2230,37,40
2230,39,64
2230,333,32
2230,233,53
2230,251,22
2230,95,60
2230,11,35
2230,318,49
2230,280,19
2230,206,41
2230,113,35
2230,378,37
2230,13,30
2230,372,23
2230,245,67
2230,332,52
2230,141,54
2230,203,71
2230,120,52
2230,3,41
2230,56,20
2230,187,73
2230,118,41
2230,1,12
2230,336,13
2230,357,40
2230,170,89
2230,117,34
2230,61,18
2230,83,33
2230,45,40
2230,75,29
2230,244,42
2230,150,33
2230,308,21
2230,365,40
2230,107,39
2230,297,21
2230,252,29
2230,46,64
2230,30,33
2230,330,29
2230,291,15
2230,5,32
2230,238,32
2230,26,33
2230,307,63
2230,287,36
2230,389,25
2230,90,33
2230,375,54
2230,23,27
2230,124,44
2231,118,78
2231,206,75
2231,36,49
2231,273,127
2231,245,92
2231,152,90
2231,39,48
2231,378,59
2231,307,48
2231,344,75
2231,18,76
2231,170,64
2231,142,66
2231,233,44
2232,358,20
2232,50,32
2232,118,22
2232,273,24
2232,333,22
2232,378,13
2232,245,26
2232,152,22
2232,347,13
2232,373,21
2232,66,22
2232,307,19
2232,27,32
2233,30,31
2233,113,22
2233,90,22
2233,26,22
2233,40,66
2233,125,26
2233,307,78
2233,160,37
2233,62,18
2233,11,31
2233,231,20
2233,318,22
2233,16,24
2233,201,18
2233,83,22
2233,224,26
2233,141,63
2233,233,38
2233,165,20
2233,297,20
2233,308,20
2233,120,75
2233,37,19
2233,197,22
2233,287,57
2233,45,22
2233,19,22
2233,241,20
2233,51,18
2233,150,22
2233,107,22
2233,18,77
2233,133,76
2233,148,20
2233,311,33
2233,322,22
2233,279,26
2233,129,64
2233,216,22
2233,193,44
2233,187,59
2233,39,46
2233,27,20
2233,95,66
2233,375,31
2233,59,59
2233,46,33
2233,250,30
2233,142,59
2233,242,63
2233,365,20
2233,303,126
2233,360,33
2233,123,31
2233,378,60
2233,149,22
2233,273,32
2233,152,20
2233,280,27
2233,13,20
2233,332,51
2233,381,26
2233,158,20
2233,170,56
2233,324,59
2233,31,59
2233,203,72
2234,118,96
2234,152,96
2235,308,120
2235,297,120
2235,257,54
2236,308,83
2236,158,53
2236,13,57
2236,378,90
2236,333,28
2236,19,41
2236,231,53
2236,257,35
2236,241,47
2236,165,54
2236,141,59
2236,160,37
2236,233,72
2236,27,26
2236,365,78
2236,214,54
2236,148,47
2236,297,83
2236,307,37
2236,244,47
2236,356,43
2237,360,21
2237,39,28
2237,160,20
2237,142,44
2237,170,39
2237,98,15
2237,318,14
2237,133,28
2237,193,12
2237,18,42
2237,31,15
2237,152,25
2237,50,26
2237,308,22
2237,19,18
2237,233,23
2237,375,24
2237,324,15
2237,365,36
2237,333,23
2237,95,13
2237,378,36
2237,3,12
2237,120,29
2237,123,28
2237,149,13
2237,27,35
2237,124,14
2237,297,22
2237,216,14
2237,46,21
2237,203,28
2237,30,21
2237,187,15
2237,118,19
2237,66,19
2237,330,22
2237,257,21
2237,59,15
2237,75,12
2237,141,25
2237,242,21
2237,40,13
2237,384,27
2237,347,18
2237,383,20
2237,373,15
2237,303,42
2237,11,28
2237,57,12
2237,311,21
2237,307,38
2239,118,33
2239,152,33
2240,113,75
2240,40,100
2240,287,49
2240,129,62
2240,158,42
2240,224,35
2240,16,111
2240,141,99
2240,373,62
2240,13,72
2240,57,89
2240,39,87
2240,117,75
2240,75,64
2240,66,67
2240,291,40
2240,133,92
2240,167,56
2240,123,52
2240,231,42
2240,245,62
2240,297,86
2240,120,93
2240,203,85
2240,322,41
2240,244,95
2240,241,40
2240,378,90
2240,46,87
2240,98,78
2240,285,57
2240,187,104
2240,242,84
2240,307,97
2240,273,88
2240,279,35
2240,27,86
2240,353,56
2240,148,40
2240,197,46
2240,36,54
2240,365,111
2240,303,82
2240,18,98
2240,11,52
2240,250,40
2240,59,82
2240,330,82
2240,178,46
2240,333,69
2240,347,74
2240,144,56
2240,332,95
2240,324,121
2240,160,82
2240,206,82
2240,384,82
2240,311,69
2240,318,65
2240,5,56
2240,216,65
2240,360,69
2240,375,84
2240,115,56
2240,23,35
2240,125,45
2240,124,62
2240,50,86
2240,358,47
2240,308,86
2240,363,56
2240,95,94
2240,45,59
2240,149,55
2240,280,57
2240,118,91
2240,107,74
2240,84,56
2240,372,45
2240,170,92
2240,152,111
2240,233,86
2240,31,111
2240,30,49
2240,381,35
2240,37,83
2240,3,87
2240,344,82
2240,142,135
2240,383,76
2240,252,48
2240,19,54
2240,165,66
2240,193,94
2240,260,67
2240,380,53
2240,189,56
2241,170,58
2241,203,58
2241,133,58
2241,303,86
2241,120,58
2241,332,56
2241,242,50
2243,212,21
2243,322,23
2243,41,27
2243,167,40
2243,378,112
2243,279,16
2243,190,21
2243,358,60
2243,365,110
2243,175,15
2243,40,33
2243,148,50
2243,364,35
2243,133,49
2243,199,47
2243,350,28
2243,189,38
2243,244,71
2243,165,69
2243,187,48
2243,307,111
2243,349,29
2243,44,12
2243,282,12
2243,328,41
2243,363,38
2243,251,29
2243,143,13
2243,145,14
2243,383,71
2243,257,24
2243,112,21
2243,234,18
2243,303,77
2243,194,14
2243,25,34
2243,45,37
2243,208,57
2243,214,41
2243,380,60
2243,311,24
2243,252,47
2243,338,18
2243,56,15
2243,120,51
2243,280,50
2243,13,80
2243,353,38
2243,203,49
2243,221,26
2243,330,88
2243,122,14
2243,231,52
2243,372,45
2243,291,61
2243,84,38
2243,95,33
2243,332,54
2243,260,38
2243,125,28
2243,88,12
2243,318,30
2243,152,73
2243,193,88
2243,336,37
2243,176,29
2243,75,61
2243,277,12
2243,250,50
2243,36,58
2243,59,111
2243,345,17
2243,142,71
2243,64,45
2243,53,31
2243,117,38
2243,347,55
2243,60,23
2243,285,42
2243,356,56
2243,389,13
2243,385,14
2243,170,67
2243,46,41
2243,144,38
2243,304,33
2243,66,66
2243,5,38
2243,207,38
2243,271,12
2243,19,76
2243,31,58
2243,105,17
2243,241,48
2243,245,71
2243,333,84
2243,55,14
2243,324,68
2243,147,39
2243,113,55
2243,160,82
2243,233,86
2243,150,20
2243,246,12
2243,168,48
2243,384,53
2243,23,42
2243,129,88
2243,206,64
2243,139,16
2243,381,16
2243,111,14
2243,115,38
2243,298,12
2243,18,96
2243,118,77
2243,224,16
2243,360,24
2243,3,71
2243,238,41
2243,216,30
2243,107,60
2243,57,73
2243,158,52
2243,308,89
2243,375,30
2243,98,96
2243,1,48
2243,354,13
2243,162,58
2243,37,60
2243,321,48
2243,124,83
2243,39,41
2243,27,77
2243,264,42
2243,197,24
2243,186,12
2243,178,49
2243,366,15
2243,16,80
2243,239,17
2243,273,94
2243,149,42
2243,373,76
2243,297,89
2243,242,24
2243,344,64
2243,225,26
2243,141,70
2243,0,12
2243,50,61
2244,363,12
2244,5,12
2244,142,31
2244,66,23
2244,347,12
2244,37,16
2244,245,35
2244,333,23
2244,3,12
2244,115,12
2244,233,24
2244,16,29
2244,193,31
2244,59,32
2244,378,28
2244,273,43
2244,344,26
2244,384,12
2244,129,33
2244,118,32
2244,57,12
2244,50,12
2244,170,31
2244,152,32
2244,120,18
2244,84,12
2244,206,26
2244,18,35
2244,144,12
2244,373,12
2244,250,24
2244,167,12
2244,307,30
2244,117,12
2244,353,16
2244,244,12
2244,27,12
2244,303,22
2244,189,12
2244,260,16
2244,330,26
2244,160,26
2244,383,26
2245,378,87
2245,160,49
2245,170,143
2245,141,117
2245,107,74
2245,322,74
2245,59,104
2245,307,63
2245,123,99
2245,16,104
2245,19,62
2245,365,120
2245,203,140
2245,297,83
2245,318,64
2245,324,100
2245,193,121
2245,11,99
2245,129,52
2245,40,148
2245,83,62
2245,308,83
2245,46,98
2245,95,139
2245,30,87
2245,142,150
2245,133,144
2245,150,62
2245,26,62
2245,216,64
2245,149,74
2245,90,62
2245,113,74
2245,311,96
2245,287,90
2245,360,96
2245,375,96
2245,39,107
2245,233,68
2245,120,126
2245,332,117
2245,31,100
2245,187,122
2245,242,130
2245,303,128
2245,18,138
2245,197,93
2246,59,36
2246,18,36
2246,129,38
2246,250,36
2246,31,36
2246,324,36
2247,297,15
2247,308,15
2247,345,12
2247,239,15
2247,19,30
2247,365,17
2247,378,14
2248,349,47
2248,307,55
2248,13,29
2248,336,31
2248,98,93
2248,208,61
2248,165,29
2248,297,47
2248,257,34
2248,160,56
2248,380,58
2248,193,47
2248,75,47
2248,373,56
2248,328,39
2248,303,44
2248,36,53
2248,118,45
2248,333,80
2248,356,53
2248,365,69
2248,291,26
2248,57,53
2248,66,56
2248,252,43
2248,280,57
2248,244,32
2248,378,93
2248,330,48
2248,308,47
2248,124,68
2248,273,63
2248,233,42
2248,152,88
2248,27,57
2249,244,31
2249,36,26
2249,144,31
2249,127,30
2249,149,16
2249,347,33
2249,252,113
2249,206,49
2249,13,26
2249,330,45
2249,37,31
2249,117,31
2249,380,26
2249,152,85
2249,175,33
2249,57,41
2249,343,36
2249,118,85
2249,16,16
2249,124,58
2249,59,26
2249,365,62
2249,160,45
2249,233,39
2249,66,75
2249,353,31
2249,60,44
2249,193,98
2249,358,39
2249,5,31
2249,333,75
2249,189,31
2249,384,31
2249,178,50
2249,165,30
2249,373,45
2249,27,67
2249,260,31
2249,291,27
2249,245,54
2249,307,43
2249,208,54
2249,98,30
2249,304,38
2249,75,40
2249,3,31
2249,167,31
2249,378,49
2249,142,31
2249,18,39
2249,344,49
2249,383,45
2249,115,31
2249,328,46
2249,84,31
2249,363,31
2249,50,67
2250,46,183
2250,120,209
2250,118,73
2250,144,60
2250,37,64
2250,31,187
2250,244,86
2250,187,183
2250,193,195
2250,170,244
2250,107,166
2250,233,133
2250,160,118
2250,203,230
2250,308,118
2250,27,106
2250,287,177
2250,66,67
2250,378,171
2250,273,118
2250,189,60
2250,216,185
2250,245,100
2250,280,89
2250,62,45
2250,303,223
2250,50,102
2250,206,66
2250,141,211
2250,142,205
2250,18,208
2250,19,183
2250,152,82
2250,123,209
2250,318,185
2250,95,207
2250,129,47
2250,375,209
2250,16,188
2250,51,45
2250,113,166
2250,40,212
2250,344,66
2250,332,188
2250,360,183
2250,5,60
2250,297,118
2250,115,60
2250,383,115
2250,324,187
2250,347,73
2250,3,63
2250,311,183
2250,75,43
2250,363,60
2250,150,162
2250,307,143
2250,322,166
2250,83,162
2250,260,62
2250,84,60
2250,384,108
2250,57,62
2250,330,115
2250,133,233
2250,373,67
2250,30,186
2250,117,71
2250,214,44
2250,11,209
2250,365,163
2250,242,198
2250,149,166
2250,90,162
2250,353,60
2250,39,195
2250,59,193
2250,201,85
2250,26,162
2250,257,81
2250,197,178
2250,333,74
2250,167,60
2251,170,86
2251,242,65
2251,203,81
2251,303,60
2251,133,65
2252,162,48
2252,43,22
2252,221,24
2252,50,74
2252,349,53
2252,66,30
2252,100,29
2252,343,18
2252,56,16
2252,365,37
2252,336,38
2252,233,55
2252,260,35
2252,353,35
2252,297,23
2252,18,44
2252,23,56
2252,246,15
2252,51,36
2252,328,72
2252,350,52
2252,15,29
2252,384,44
2252,333,47
2252,57,69
2252,354,24
2252,312,14
2252,20,22
2252,64,54
2252,250,39
2252,231,34
2252,352,26
2252,245,43
2252,244,74
2252,5,35
2252,161,17
2252,3,64
2252,75,54
2252,167,42
2252,199,29
2252,107,12
2252,165,48
2252,257,33
2252,194,36
2252,148,40
2252,304,52
2252,264,37
2252,360,23
2252,170,46
2252,306,27
2252,208,71
2252,1,28
2252,54,22
2252,144,35
2252,152,40
2252,13,59
2252,98,41
2252,241,52
2252,37,52
2252,118,46
2252,332,32
2252,263,31
2252,239,18
2252,31,35
2252,117,62
2252,142,65
2252,149,25
2252,189,35
2252,187,22
2252,298,15
2252,124,57
2252,364,54
2252,133,40
2252,255,17
2252,105,57
2252,25,24
2252,206,42
2252,389,33
2252,178,55
2252,372,19
2252,145,28
2252,210,20
2252,356,59
2252,120,17
2252,59,42
2252,347,71
2252,42,22
2252,163,21
2252,193,47
2252,41,29
2252,129,39
2252,122,17
2252,324,35
2252,344,42
2252,67,19
2252,335,24
2252,314,21
2252,278,18
2252,307,33
2252,60,50
2252,36,33
2252,84,35
2252,345,18
2252,380,78
2252,203,40
2252,291,27
2252,280,65
2252,27,32
2252,225,39
2252,330,29
2252,363,35
2252,115,35
2252,373,61
2252,322,12
2252,132,48
2252,112,15
2252,273,76
2252,143,36
2252,276,16
2252,181,23
2252,321,41
2252,160,25
2252,150,16
2252,214,36
2252,19,47
2252,88,15
2252,168,25
2252,212,73
2252,141,33
2252,303,36
2252,383,44
2252,55,24
2252,113,12
2252,311,23
2252,207,67
2252,196,15
2252,111,19
2252,45,42
2252,158,34
2252,190,18
2252,252,38
2252,8,33
2252,39,15
2252,234,45
2252,367,35
2252,308,23
2252,46,23
2252,127,35
2252,251,16
2252,242,26
2253,308,28
2253,287,19
2253,378,42
2253,350,24
2253,25,27
2253,31,34
2253,149,27
2253,124,27
2253,303,58
2253,383,27
2253,27,35
2253,75,20
2253,353,17
2253,364,24
2253,66,27
2253,167,21
2253,19,49
2253,148,44
2253,193,50
2253,280,30
2253,360,28
2253,83,14
2253,57,31
2253,358,15
2253,375,27
2253,197,16
2253,178,24
2253,234,14
2253,125,12
2253,115,15
2253,64,19
2253,11,28
2253,372,16
2253,162,22
2253,257,19
2253,123,28
2253,150,16
2253,231,42
2253,152,39
2253,36,26
2253,384,22
2253,322,19
2253,332,39
2253,158,42
2253,250,31
2253,30,18
2253,144,15
2253,304,12
2253,203,38
2253,206,23
2253,365,31
2253,345,20
2253,363,15
2253,260,15
2253,242,33
2253,45,20
2253,117,18
2253,244,29
2253,133,44
2253,95,28
2253,328,12
2253,233,25
2253,347,24
2253,18,52
2253,90,14
2253,373,26
2253,297,28
2253,16,34
2253,201,14
2253,59,48
2253,39,28
2253,273,51
2253,41,24
2253,26,14
2253,142,46
2253,40,30
2253,189,15
2253,113,27
2253,98,25
2253,307,48
2253,321,18
2253,5,15
2253,56,13
2253,120,32
2253,241,37
2253,111,14
2253,199,16
2253,291,23
2253,84,15
2253,330,31
2253,333,28
2253,55,17
2253,37,23
2253,252,25
2253,187,29
2253,170,48
2253,129,35
2253,214,27
2253,356,29
2253,190,12
2253,285,16
2253,216,23
2253,160,44
2253,245,29
2253,3,29
2253,208,14
2253,107,27
2253,50,24
2253,311,28
2253,141,27
2253,318,23
2253,344,23
2253,324,36
2253,46,30
2253,118,23
2253,168,19
2253,380,16
2253,23,17
2253,1,16
2254,384,55
2254,244,25
2254,150,110
2254,280,52
2254,31,94
2254,187,94
2254,273,66
2254,311,110
2254,360,110
2254,129,40
2254,95,102
2254,307,49
2254,51,21
2254,18,80
2254,363,25
2254,365,42
2254,144,25
2254,16,94
2254,167,25
2254,141,95
2254,90,110
2254,332,121
2254,206,30
2254,330,48
2254,193,91
2254,216,91
2254,75,55
2254,115,25
2254,333,25
2254,50,29
2254,383,48
2254,160,48
2254,242,117
2254,46,115
