user,item,value
12519,33,2
12519,202,2
12519,216,2
12519,243,3
12519,166,28
12519,84,2
12519,53,3
12519,189,4
12519,116,2
12519,206,10
12519,201,3
12519,251,2
12519,122,4
12519,170,5
12519,305,2
12519,11,2
12519,197,7
12519,108,2
12519,230,4
12519,380,3
12519,30,3
12519,141,4
12519,344,3
12519,282,7
12519,16,2
12519,41,2
12519,376,4
12519,261,4
12519,311,2
12519,300,2
12520,115,2
12520,105,3
12520,270,3
12520,304,2
12520,337,2
12520,177,2
12520,128,2
12520,69,2
12520,206,3
12521,177,3
12521,50,2
12521,58,2
12521,1,2
12521,305,2
12521,349,2
12521,230,2
12521,99,2
12522,84,2
12522,297,3
12522,59,2
12522,166,3
12522,277,3
12522,157,3
12522,61,2
12522,270,2
12522,152,2
12522,2,2
12522,197,2
12522,257,2
12522,287,2
12522,73,3
12522,298,2
12522,7,2
12522,344,2
12522,111,2
12522,3,2
12522,246,3
12522,1,4
12522,278,2
12522,60,2
12522,29,3
12522,189,2
12522,54,2
12522,141,2
12522,99,6
12522,248,2
12522,4,7
12522,52,5
12522,53,2
12522,305,3
12522,294,2
12522,177,8
12522,357,3
12522,215,2
12522,130,2
12522,12,2
12522,200,2
12522,282,2
12522,376,4
12522,243,2
12522,251,2
12522,206,4
12522,191,3
12522,108,2
12522,310,2
12522,385,2
12522,118,2
12522,300,2
12522,115,2
12522,122,2
12522,230,3
12522,187,2
12522,383,2
12522,380,3
12522,30,2
12522,309,3
12522,9,3
12523,261,5
12523,192,2
12523,206,31
12523,46,3
12523,118,8
12523,189,6
12523,33,3
12523,383,2
12523,10,3
12523,170,4
12523,380,6
12523,108,3
12523,44,2
12523,177,8
12523,310,6
12523,332,2
12523,266,2
12523,166,6
12523,84,2
12523,282,7
12523,376,3
12523,211,2
12523,99,9
12523,298,4
12523,139,2
12523,7,10
12523,39,2
12523,5,3
12523,115,2
12523,233,3
12523,60,2
12523,341,3
12523,129,2
12523,307,4
12523,187,3
12523,61,2
12523,277,5
12523,257,4
12523,2,2
12523,13,2
12523,130,2
12523,3,3
12523,248,2
12523,337,12
12523,379,2
12523,52,2
12523,1,2
12523,120,2
12523,141,4
12523,285,3
12523,122,3
12523,246,5
12523,72,2
12523,393,3
12523,0,3
12523,202,2
12523,344,5
12523,197,13
12523,137,7
12523,50,3
12523,287,2
12523,300,3
12523,357,3
12523,299,2
12523,16,7
12524,177,3
12524,304,2
12524,163,2
12524,60,2
12524,189,2
12524,27,2
12524,330,3
12524,45,2
12524,305,3
12524,344,2
12524,124,2
12524,1,3
12524,246,2
12524,122,2
12524,9,2
12524,116,2
12524,208,2
12524,176,2
12524,222,2
12524,271,2
12524,376,2
12524,333,2
12524,152,4
12524,340,2
12524,255,2
12524,307,3
12524,380,3
12524,335,2
12524,383,2
12524,101,2
12524,181,2
12524,99,3
12524,50,5
12524,55,2
12524,51,2
12524,310,2
12524,178,4
12524,293,2
12524,94,2
12525,376,4
12525,248,2
12525,137,10
12525,157,4
12525,344,6
12525,202,2
12525,33,7
12525,147,11
12525,243,2
12525,13,3
12525,294,2
12525,261,3
12525,29,2
12525,282,19
12525,60,8
12525,313,5
12525,211,6
12525,95,3
12525,357,7
12525,189,18
12525,11,3
12525,46,9
12525,72,3
12525,216,2
12525,208,7
12525,323,6
12525,266,2
12525,252,2
12525,281,6
12525,246,16
12525,167,5
12525,131,2
12525,142,29
12525,310,7
12525,224,2
12525,9,2
12525,206,20
12525,230,5
12525,251,2
12525,311,4
12525,122,10
12525,299,6
12525,305,46
12525,215,3
12525,293,4
12525,375,5
12525,233,5
12525,383,2
12525,10,2
12525,177,22
12525,12,2
12525,318,2
12525,130,21
12525,105,4
12525,115,2
12525,5,6
12525,337,8
12525,108,2
12525,53,4
12525,139,5
12525,236,3
12525,312,2
12525,273,3
12525,200,10
12525,332,4
12525,133,2
12525,170,5
12525,198,3
12525,319,4
12525,209,2
12525,280,2
12525,99,17
12525,187,33
12525,94,2
12525,287,10
12525,54,2
12525,96,2
12525,8,2
12525,59,2
12525,118,15
12525,0,2
12525,285,8
12525,30,14
12525,380,5
12525,325,2
12525,298,5
12525,1,3
12525,197,26
12525,307,2
12525,65,2
12525,79,7
12525,123,2
12525,279,4
12525,335,2
12525,27,2
12525,160,3
12525,201,3
12525,2,15
12525,16,4
12525,257,5
12525,154,3
12525,277,11
12525,199,2
12525,39,3
12525,37,2
12525,288,2
12525,129,3
12525,232,3
12525,270,3
12525,61,8
12525,141,5
12526,1,3
12526,255,2
12526,375,2
12526,99,3
12526,304,3
12526,272,2
12526,50,5
12526,177,5
12526,382,2
12526,142,3
12526,237,2
12526,166,2
12526,170,2
12526,230,2
12526,300,5
12526,376,3
12526,282,2
12526,200,2
12526,208,2
12526,115,3
12526,305,3
12527,137,3
12527,108,2
12527,305,3
12527,206,2
12527,187,2
12527,270,3
12527,298,2
12527,46,2
12527,122,2
12527,61,3
12527,197,3
12527,166,3
12527,230,2
12527,311,2
12527,277,2
12527,53,2
12527,287,2
12527,147,2
12527,130,2
12527,189,2
12527,99,2
12527,236,2
12527,257,2
12528,141,2
12528,147,4
12528,280,2
12528,177,2
12528,230,2
12528,293,2
12528,340,2
12528,345,3
12528,309,3
12529,167,2
12529,142,2
12529,166,2
12529,53,2
12529,61,2
12529,257,2
12529,216,2
12529,375,2
12529,298,2
12529,230,2
12529,187,2
12530,29,2
12530,27,3
12530,16,2
12530,285,2
12530,277,2
12530,344,2
12530,208,2
12530,166,8
12530,118,2
12530,79,2
12530,201,3
12530,60,2
12530,197,2
12530,46,2
12530,215,3
12530,375,2
12530,5,3
12530,187,4
12530,298,2
12530,99,2
12530,313,2
12530,139,2
12530,147,3
12530,279,2
12530,94,2
12530,39,2
12530,8,2
12530,287,2
12530,257,4
12530,216,2
12530,61,3
12530,206,2
12530,200,3
12530,189,2
12530,105,2
12530,198,2
12530,11,3
12530,305,2
12530,122,2
12530,141,3
12530,1,2
12530,337,2
12530,2,2
12530,53,3
12530,33,2
12530,177,3
12530,167,2
12530,243,2
12530,170,2
12530,318,2
12530,142,6
12530,117,2
12530,233,2
12530,154,2
12530,311,3
12530,230,3
12530,123,3
12530,130,2
12530,30,2
12530,137,2
12530,380,2
12530,282,2
12530,270,2
12531,50,2
12531,304,2
12532,257,2
12532,230,2
12532,166,3
12532,99,2
12532,177,2
12532,29,2
12533,344,3
12533,177,6
12533,200,9
12533,332,2
12533,147,4
12533,305,4
12533,122,8
12533,141,2
12533,380,2
12533,53,4
12533,133,6
12533,288,2
12533,137,3
12533,157,10
12533,10,2
12533,1,2
12533,273,2
12533,167,9
12533,294,2
12533,197,25
12533,30,7
12533,268,2
12533,335,6
12533,139,5
12533,154,3
12533,170,2
12533,311,3
12533,142,22
12533,310,5
12533,206,10
12533,251,2
12533,282,17
12533,72,2
12533,337,3
12533,208,7
12533,318,2
12533,277,3
12533,287,19
12533,95,3
12533,313,4
12533,8,2
12533,201,2
12533,2,5
12533,303,3
12533,99,4
12533,94,2
12533,79,5
12533,259,2
12533,105,3
12533,130,25
12533,96,2
12533,270,3
12533,357,3
12533,16,2
12533,37,2
12533,198,2
12533,187,8
12533,285,2
12533,54,2
12533,298,7
12533,39,2
12533,118,7
12533,375,3
12533,61,2
12533,252,2
12533,46,4
12533,59,2
12533,60,12
12533,189,10
12533,5,2
12534,99,4
12534,357,3
12534,39,2
12534,277,3
12534,201,2
12534,95,2
12534,10,2
12534,252,2
12534,380,2
12534,170,2
12534,154,3
12534,167,2
12534,305,2
12534,61,3
12534,122,4
12534,313,3
12534,1,2
12534,177,5
12534,118,3
12534,285,3
12534,299,2
12534,2,3
12534,270,2
12534,141,2
12534,257,3
12534,187,3
12534,298,3
12534,137,3
12534,133,2
12534,53,3
12534,337,3
12534,59,2
12534,243,2
12534,33,2
12534,294,2
12534,251,2
12534,96,2
12534,230,3
12534,206,7
12534,282,4
12534,233,2
12534,139,3
12534,310,2
12534,79,3
12534,166,12
12534,13,2
12534,142,3
12534,72,2
12534,157,2
12534,287,5
12534,147,2
12534,11,2
12534,200,3
12534,197,3
12534,332,2
12534,130,3
12534,189,5
12534,60,3
12534,46,3
12534,37,2
12534,29,2
12534,273,2
12534,344,2
12534,30,2
12534,16,2
12534,335,2
12534,5,3
12534,208,3
12535,183,2
12535,72,3
12535,108,2
12535,313,2
12535,332,3
12535,337,5
12535,238,2
12535,307,2
12535,15,2
12535,3,2
12535,142,3
12535,266,2
12535,13,3
12535,340,2
12535,101,4
12535,233,3
12535,341,3
12535,271,2
12535,293,3
12535,178,3
12535,200,2
12535,310,4
12535,117,2
12535,273,2
12535,122,4
12535,330,3
12535,206,9
12535,304,3
12535,299,2
12535,51,3
12535,261,5
12535,251,2
12535,305,2
12535,282,5
12535,9,2
12535,246,4
12535,141,3
12535,1,3
12535,379,2
12535,376,4
12535,147,2
12535,338,2
12535,392,3
12535,38,2
12535,357,4
12535,303,2
12535,252,2
12535,130,3
12535,191,2
12535,248,2
12535,309,2
12535,197,4
12535,30,2
12535,118,4
12535,326,2
12535,280,3
12535,94,3
12535,287,2
12535,60,2
12535,189,3
12535,37,2
12535,163,3
12535,5,2
12535,166,7
12535,84,2
12535,79,3
12535,277,4
12535,107,2
12535,61,3
12535,16,3
12535,232,2
12535,152,2
12535,187,3
12535,298,3
12535,285,2
12535,7,3
12535,391,2
12535,181,2
12535,143,2
12535,59,2
12535,255,2
12535,137,3
12535,344,4
12535,294,3
12535,110,2
12535,342,2
12535,369,2
12535,323,2
12535,177,6
12535,10,2
12535,55,2
12535,383,4
12535,124,3
12535,154,5
12535,170,4
12535,380,2
12535,211,2
12535,91,2
12535,99,4
12535,96,2
12535,115,2
12535,300,4
12535,167,2
12535,46,5
12536,222,2
12536,304,2
12536,345,2
12536,142,2
12536,349,2
12537,29,5
12537,385,2
12537,285,2
12537,11,2
12537,187,2
12537,270,2
12537,61,2
12537,189,4
12537,278,2
12537,79,2
12537,111,2
12537,375,2
12537,305,4
12537,5,3
12537,166,19
12537,4,7
12537,257,3
12537,99,5
12537,297,3
12537,287,3
12537,277,2
12537,170,2
12537,311,2
12537,309,2
12537,73,3
12537,147,3
12537,53,3
12537,282,3
12537,208,2
12537,243,3
12537,177,4
12537,200,3
12537,380,2
12537,318,3
12537,1,2
12537,30,3
12537,197,2
12537,130,2
12537,215,4
12537,142,7
12537,233,2
12537,206,3
12537,137,2
12537,230,4
12538,118,2
12538,287,2
12538,16,2
12538,115,2
12538,46,2
12538,166,4
12538,285,2
12538,189,3
12538,187,2
12538,1,2
12538,61,2
12538,257,2
12538,53,2
12538,60,2
12538,337,2
12538,248,2
12538,141,2
12538,122,2
12538,11,2
12538,5,2
12538,2,2
12538,39,2
12538,282,2
12538,99,2
12538,233,3
12538,310,2
12538,344,2
12538,298,2
12538,108,2
12538,206,3
12538,230,2
12538,30,2
12538,33,2
12538,380,2
12538,154,2
12538,137,2
12538,197,3
12538,177,4
12538,277,2
12538,79,2
12538,139,2
12538,376,2
12538,200,2
12538,130,2
12538,170,2
12539,303,2
12539,166,2
12539,79,2
12539,154,2
12539,261,2
12539,294,2
12539,46,2
12540,105,2
12540,232,2
12540,130,2
12540,300,3
12540,209,2
12540,167,2
12540,187,2
12540,197,5
12540,380,4
12540,243,2
12540,344,4
12540,182,2
12540,206,2
12541,54,2
12541,16,2
12541,337,11
12541,53,4
12541,45,7
12541,287,19
12541,197,29
12541,108,2
12541,380,3
12541,30,8
12541,94,2
12541,248,2
12541,335,12
12541,170,3
12541,154,5
12541,233,2
12541,10,4
12541,288,5
12541,246,4
12541,305,15
12541,20,2
12541,254,6
12541,133,6
12541,294,6
12541,344,4
12541,1,3
12541,157,11
12541,137,5
12541,189,12
12541,141,2
12541,72,4
12541,142,32
12541,13,3
12541,293,4
12541,310,9
12541,96,3
12541,177,8
12541,33,2
12541,5,4
12541,167,9
12541,147,9
12541,122,11
12541,282,14
12541,115,2
12541,375,4
12541,46,5
12541,200,10
12541,29,2
12541,39,3
12541,298,9
12541,99,13
12541,313,4
12541,60,11
12541,303,3
12541,105,4
12541,252,4
12541,130,24
12541,12,2
12541,208,7
12541,268,3
12541,357,9
12541,95,3
12541,332,2
12541,273,4
12541,139,5
12541,251,3
12541,311,3
12541,8,2
12541,206,19
12541,37,3
12541,270,4
12541,2,7
12541,187,18
12541,285,2
12541,376,3
12541,59,3
12541,61,6
12541,257,2
12541,277,10
12541,201,3
12541,259,2
12541,118,13
12541,79,11
12542,206,3
12542,251,2
12542,341,2
12542,13,2
12542,142,4
12542,307,2
12542,197,4
12542,246,2
12542,376,2
12542,282,4
12542,122,2
12542,305,3
12542,291,8
12542,380,2
12542,335,2
12542,311,2
12542,108,3
12542,310,8
12542,299,3
12542,383,2
12542,209,2
12542,351,2
12542,177,6
12542,45,2
12542,147,2
12542,301,2
12542,200,15
12542,154,2
12542,1,2
12542,167,2
12542,202,3
12542,33,3
12542,294,2
12542,298,4
12542,344,4
12542,18,2
12542,52,2
12542,337,12
12542,332,2
12542,201,2
12542,375,2
12542,115,2
12542,37,3
12542,166,5
12542,345,2
12542,99,4
12542,3,3
12542,36,2
12542,137,2
12542,304,2
12542,357,6
12542,105,2
12542,130,3
12542,70,2
12542,374,3
12542,60,3
12542,157,2
12542,216,2
12542,245,2
12542,118,2
12542,277,4
12542,46,4
12542,257,2
12542,61,2
12542,270,2
12542,181,2
12542,300,2
12542,287,2
12542,53,2
12542,189,3
12542,129,2
12542,81,3
12542,2,2
12542,187,7
12542,285,2
12542,210,2
12542,16,3
12543,50,2
12543,147,2
12543,200,2
12543,54,2
12543,295,2
12543,130,2
12543,357,2
12543,46,3
12543,298,2
12543,142,2
12543,166,2
12543,277,2
12543,216,2
12543,282,2
12543,99,2
12543,305,2
12543,376,2
12543,337,3
12543,236,2
12543,257,2
12543,326,2
12543,167,2
12543,258,2
12543,108,2
12543,197,2
12543,118,3
12543,206,2
12543,177,6
12543,187,3
12543,33,2
12543,18,2
12543,310,2
12544,170,2
12544,16,2
12544,242,2
12544,118,3
12544,302,2
12544,376,2
12544,206,2
12544,285,3
12544,295,2
12544,187,5
12544,154,2
12544,108,2
12544,258,2
12544,167,2
12544,177,6
12544,82,2
12544,76,2
12544,337,4
12544,120,2
12544,310,2
12544,142,2
12545,89,2
12545,177,3
12545,257,5
12545,150,2
12545,200,2
12545,147,2
12545,99,3
12545,4,8
12545,230,3
12545,144,2
12545,215,2
12545,307,2
12545,383,2
12545,142,2
12545,305,2
12545,239,4
12545,30,2
12545,170,2
12545,297,2
12546,257,5
12546,60,3
12546,189,4
12546,50,3
12546,270,4
12546,327,2
12546,187,11
12546,9,3
12546,61,2
12546,118,6
12546,122,3
12546,53,2
12546,236,4
12546,5,2
12546,375,2
12546,21,3
12546,52,3
12546,305,3
12546,141,4
12546,1,2
12546,216,2
12546,46,3
12546,277,4
12546,201,2
12546,246,2
12546,137,2
12546,166,12
12546,200,2
12546,44,2
12546,99,9
12546,209,4
12546,298,2
12546,133,2
12546,393,2
12546,95,2
12546,307,3
12546,142,5
12546,197,2
12546,380,6
12546,310,4
12546,203,4
12546,230,2
12546,303,2
12546,215,3
12546,206,3
12546,208,3
12546,157,2
12546,130,2
12546,177,5
12546,167,3
12546,147,4
12546,344,2
12546,33,2
12547,302,2
12547,331,3
12547,177,2
12547,380,2
12547,376,2
12547,200,2
12547,303,2
12547,170,2
12547,198,2
12547,233,3
12547,144,2
12547,189,2
12547,5,2
12547,216,2
12547,166,2
12547,261,2
12547,206,2
12548,296,2
12548,335,2
12548,344,2
12548,360,2
12548,270,2
12548,198,2
12548,66,2
12548,177,4
12548,152,2
12548,376,3
12548,325,2
12548,319,2
12548,246,2
12548,282,2
12548,33,3
12548,310,2
12548,380,2
12548,305,2
12548,206,2
12548,99,2
12548,209,2
12548,117,2
12548,108,3
12548,137,2
12548,379,2
12548,130,2
12548,105,2
12548,50,4
12548,118,3
12548,62,2
12549,27,2
12549,61,2
12549,29,2
12549,123,2
12549,99,2
12549,230,2
12549,257,2
12549,53,2
12549,11,2
12549,166,2
12550,118,2
12550,48,2
12550,151,3
12550,147,3
12550,41,9
12550,282,3
12550,6,2
12550,200,5
12550,60,3
12550,366,4
12550,344,2
12550,294,2
12550,158,2
12550,110,2
12550,239,3
12550,257,13
12550,162,2
12550,166,3
12550,393,2
12550,1,5
12550,310,3
12550,157,10
12550,386,5
12550,31,2
12550,141,4
12550,44,2
12550,177,10
12550,289,2
12550,2,2
12550,265,2
12550,54,4
12550,230,4
12550,206,2
12550,190,3
12550,367,2
12550,243,2
12550,308,2
12550,52,6
12550,116,3
12550,168,2
12550,204,2
12550,122,2
12550,278,6
12550,111,7
12550,199,2
12550,30,2
12550,130,4
12550,383,6
12550,197,3
12550,191,5
12550,286,3
12550,221,2
12550,12,2
12550,159,3
12550,62,2
12550,356,2
12550,270,4
12550,9,5
12550,198,3
12550,305,12
12550,351,2
12550,300,2
12550,174,2
12550,339,2
12550,309,2
12550,152,2
12550,370,3
