user,item,value
14317,215,2
14317,206,2
14317,200,2
14317,189,3
14317,99,2
14317,5,3
14317,187,3
14318,251,2
14318,310,5
14318,376,2
14318,206,4
14318,332,4
14318,197,4
14318,118,5
14318,273,2
14318,130,3
14318,59,2
14318,13,2
14318,0,2
14318,238,2
14318,108,2
14318,46,5
14318,154,2
14318,250,4
14318,200,2
14318,287,2
14318,391,2
14318,189,6
14318,115,2
14318,211,3
14318,99,2
14318,300,2
14318,36,2
14318,16,2
14318,107,2
14318,170,2
14318,122,2
14318,357,3
14318,246,3
14318,252,3
14318,369,2
14318,323,2
14318,177,3
14318,383,3
14318,299,2
14318,166,3
14318,79,2
14318,277,4
14318,61,2
14318,232,2
14318,129,2
14318,187,2
14318,285,2
14318,245,3
14318,342,3
14318,202,2
14318,33,2
14318,344,2
14318,137,2
14318,3,2
14318,337,5
14318,379,3
14318,1,2
14318,120,2
14318,281,3
14318,358,2
14318,65,2
14319,178,3
14319,50,2
14319,177,3
14319,255,2
14319,27,2
14320,177,2
14320,189,2
14320,142,2
14320,197,2
14320,30,2
14320,206,2
14320,122,2
14320,141,2
14320,1,2
14320,337,2
14320,170,2
14320,154,2
14320,167,2
14320,230,3
14320,216,2
14320,33,2
14320,380,2
14320,137,2
14320,29,3
14320,60,2
14320,46,2
14320,344,2
14320,5,2
14320,233,2
14320,39,2
14320,298,2
14320,99,3
14320,313,2
14320,215,2
14320,243,2
14320,311,2
14320,375,2
14320,27,3
14320,117,2
14320,318,2
14320,208,2
14320,147,2
14320,139,2
14320,282,2
14320,270,2
14320,94,2
14320,279,2
14320,16,2
14320,130,2
14320,305,2
14320,123,3
14320,53,3
14320,287,2
14320,200,2
14320,8,2
14320,118,2
14320,285,2
14320,187,2
14320,198,2
14320,11,3
14320,2,2
14320,61,3
14320,257,3
14320,277,2
14320,201,2
14320,79,2
14320,166,3
14320,105,2
14321,50,2
14321,376,2
14321,177,3
14322,177,2
14322,198,2
14322,2,2
14322,167,2
14322,154,2
14322,33,2
14322,139,2
14322,200,2
14322,189,3
14322,27,3
14322,16,2
14322,279,2
14322,60,2
14322,94,2
14322,287,2
14322,46,2
14322,187,2
14322,99,3
14322,313,2
14322,216,2
14322,375,2
14322,5,2
14322,215,2
14322,105,2
14322,130,2
14322,318,2
14322,208,2
14322,147,2
14322,29,3
14322,243,2
14322,344,2
14322,311,2
14322,137,2
14322,305,2
14322,11,4
14322,39,2
14322,298,2
14322,285,2
14322,141,2
14322,201,2
14322,79,2
14322,166,6
14322,123,3
14322,380,2
14322,277,2
14322,30,2
14322,142,2
14322,170,3
14322,233,2
14322,53,4
14322,337,2
14322,117,2
14322,8,2
14322,118,2
14322,270,2
14322,257,4
14322,1,2
14322,282,2
14322,206,2
14322,230,4
14322,61,3
14322,197,2
14322,122,2
14323,79,2
14323,99,2
14323,142,3
14323,233,2
14323,147,2
14323,166,5
14323,5,2
14323,177,3
14324,108,2
14324,177,2
14324,115,2
14324,248,2
14324,206,2
14324,376,2
14325,11,2
14325,257,2
14325,53,2
14325,166,4
14325,187,2
14325,170,2
14325,5,2
14325,142,2
14325,230,2
14325,200,2
14325,189,2
14326,30,4
14326,1,2
14326,122,5
14326,313,4
14326,305,4
14326,99,4
14326,201,3
14326,277,2
14326,208,5
14326,257,3
14326,337,3
14326,11,2
14326,79,4
14326,154,3
14326,288,2
14326,53,3
14326,380,2
14326,170,3
14326,167,3
14326,177,6
14326,33,2
14326,294,2
14326,344,3
14326,157,2
14326,137,4
14326,95,3
14326,133,4
14326,215,2
14326,335,2
14326,130,13
14326,105,2
14326,311,2
14326,61,2
14326,270,3
14326,2,3
14326,198,3
14326,187,8
14326,118,2
14326,8,2
14326,254,2
14326,287,8
14326,189,9
14326,60,7
14326,46,2
14326,147,6
14326,216,2
14326,375,2
14326,5,5
14326,298,3
14326,230,3
14326,206,7
14326,293,2
14326,139,4
14326,142,13
14326,197,13
14326,282,14
14326,200,5
14327,142,2
14327,147,2
14327,92,2
14327,331,2
14327,170,2
14327,101,2
14328,216,3
14328,375,2
14328,287,2
14328,8,2
14328,118,2
14328,1,2
14328,5,2
14328,39,2
14328,11,3
14328,305,2
14328,122,2
14328,141,2
14328,46,2
14328,233,2
14328,53,3
14328,137,2
14328,298,2
14328,313,2
14328,117,2
14328,123,2
14328,197,2
14328,30,2
14328,380,2
14328,170,2
14328,142,3
14328,154,2
14328,167,2
14328,177,2
14328,60,2
14328,166,3
14328,94,2
14328,337,2
14328,29,2
14328,279,2
14328,27,2
14328,33,2
14328,243,2
14328,187,2
14328,105,2
14328,130,2
14328,318,2
14328,208,2
14328,200,2
14328,147,3
14328,139,2
14328,282,2
14328,198,3
14328,285,2
14328,270,2
14328,2,2
14328,189,3
14328,99,2
14328,215,2
14328,344,2
14328,206,2
14328,16,2
14328,311,2
14328,79,2
14328,201,2
14328,277,2
14328,257,4
14328,61,2
14328,230,3
14329,305,2
14329,206,3
14329,141,2
14329,337,2
14329,53,3
14329,137,2
14329,344,2
14329,33,3
14329,243,2
14329,277,2
14329,154,2
14329,170,3
14329,123,2
14329,166,9
14329,79,2
14329,117,2
14329,233,2
14329,177,5
14329,61,2
14329,11,3
14329,167,2
14329,257,6
14329,187,3
14329,142,4
14329,90,2
14329,282,2
14329,147,4
14329,200,2
14329,130,2
14329,99,4
14329,5,3
14329,46,2
14329,376,2
14329,189,3
14329,298,2
14329,16,2
14329,27,2
14329,216,4
14329,198,2
14329,285,2
14329,230,4
14329,287,2
14329,50,2
14329,279,2
14329,118,2
14330,198,2
14330,33,2
14330,177,2
14330,298,3
14330,99,2
14330,167,4
14330,142,10
14330,197,6
14330,60,5
14330,2,2
14330,344,2
14330,61,3
14330,257,4
14330,277,3
14330,201,3
14330,327,2
14330,166,18
14330,118,2
14330,287,4
14330,189,4
14330,270,2
14330,157,2
14330,209,2
14330,53,3
14330,133,2
14330,187,6
14330,305,2
14330,216,5
14330,95,2
14330,303,2
14330,105,2
14330,130,3
14330,208,6
14330,200,3
14330,375,3
14330,282,2
14330,337,3
14330,147,3
14330,122,2
14330,203,4
14330,307,2
14330,206,2
14330,230,3
14330,311,3
14330,46,4
14331,305,2
14332,162,3
14332,350,4
14332,157,26
14332,168,3
14332,3,4
14332,352,5
14332,151,5
14332,1,8
14332,392,2
14332,147,3
14332,35,2
14332,222,9
14332,329,2
14332,239,3
14332,53,7
14332,30,4
14332,71,2
14332,214,2
14332,165,2
14332,337,4
14332,175,2
14332,21,2
14332,138,2
14332,251,6
14332,200,8
14332,209,2
14332,313,2
14332,357,27
14332,205,2
14332,304,6
14332,52,32
14332,330,4
14332,62,2
14332,122,2
14332,167,3
14332,351,2
14332,335,11
14332,380,9
14332,383,16
14332,116,14
14332,243,3
14332,296,2
14332,45,3
14332,128,4
14332,61,2
14332,257,10
14332,277,12
14332,201,3
14332,145,2
14332,4,7
14332,166,2
14332,246,11
14332,236,12
14332,31,5
14332,73,8
14332,97,3
14332,325,3
14332,28,7
14332,141,5
14332,264,4
14332,207,3
14332,177,10
14332,9,15
14332,305,27
14332,66,3
14332,344,6
14332,8,2
14332,270,5
14332,215,12
14332,282,3
14332,195,2
14332,389,2
14332,359,3
14332,310,7
14332,206,5
14332,230,3
14332,385,2
14332,208,2
14332,51,3
14332,169,2
14332,301,2
14332,187,10
14332,104,2
14332,374,4
14332,376,2
14332,356,2
14332,286,4
14332,367,2
14332,244,2
14332,153,2
14332,117,2
14332,101,5
14332,197,4
14332,142,5
14332,199,2
14332,362,5
14332,256,2
14332,152,3
14332,297,4
14332,41,3
14332,158,4
14332,2,2
14332,298,3
14332,339,3
14332,150,4
14332,59,2
14332,345,5
14332,118,8
14332,24,3
14332,130,7
14332,127,2
14332,318,3
14332,309,3
14332,181,4
14332,326,4
14332,70,2
14332,105,3
14332,319,4
14332,191,3
14332,188,2
14332,7,2
14332,287,2
14332,225,3
14332,37,2
14332,159,2
14332,111,8
14332,60,3
14332,278,6
14332,189,3
14332,366,3
14332,27,3
14332,54,4
14332,50,3
14332,94,4
14332,29,3
14333,263,2
14333,154,2
14333,142,3
14333,310,2
14333,189,3
14333,277,3
14333,307,2
14333,94,2
14333,60,2
14333,282,3
14333,118,2
14333,152,2
14333,197,2
14333,50,2
14333,206,2
14333,130,3
14333,222,2
14333,330,2
14333,208,2
14333,99,2
14333,176,2
14333,177,2
14333,305,2
14333,209,2
14333,55,2
14333,246,2
14333,76,2
14333,157,2
14333,344,3
14333,333,2
14333,167,3
14334,142,3
14334,298,2
14334,230,2
14334,167,2
14334,53,2
14334,157,2
14334,216,2
14334,60,2
14334,61,2
14334,189,2
14334,166,3
14334,257,2
14334,187,3
14334,375,2
14335,257,2
14335,101,2
14335,147,2
14335,293,2
14335,233,2
14335,110,2
14335,177,3
14335,191,2
14335,117,2
14335,309,2
14335,298,2
14335,5,2
14336,141,2
14336,230,2
14336,345,2
14336,309,2
14336,340,2
14337,344,2
14337,33,3
14337,243,3
14337,230,6
14337,177,8
14337,167,2
14337,130,3
14337,318,3
14337,200,3
14337,11,4
14337,139,2
14337,282,7
14337,311,3
14337,206,4
14337,142,11
14337,117,2
14337,137,3
14337,197,3
14337,30,5
14337,380,2
14337,170,3
14337,154,2
14337,60,2
14337,122,3
14337,208,2
14337,29,2
14337,147,6
14337,305,2
14337,123,3
14337,233,3
14337,189,4
14337,5,5
14337,105,2
14337,279,3
14337,53,4
14337,94,2
14337,287,3
14337,16,4
14337,8,2
14337,257,5
14337,61,3
14337,375,2
14337,118,2
14337,270,2
14337,2,2
14337,198,3
14337,187,5
14337,337,2
14337,39,2
14337,285,5
14337,313,2
14337,99,4
14337,298,3
14337,216,3
14337,1,2
14337,215,3
14337,166,38
14337,79,3
14337,201,3
14337,277,6
14337,27,3
14337,141,3
14337,46,2
14338,208,2
14338,287,2
14338,122,2
14338,243,2
14338,142,2
14338,200,2
14338,282,2
14338,166,6
14338,285,2
14338,206,4
14339,359,3
14339,208,2
14339,329,2
14339,311,2
14339,304,2
14340,187,5
14340,177,5
14340,120,2
14340,90,2
14340,216,2
14340,295,2
14340,242,2
14340,99,2
14341,130,2
14341,177,2
14341,187,2
14341,243,2
14341,154,2
14341,167,2
14341,105,2
14341,344,2
14341,50,3
14341,206,2
14341,300,2
14341,236,2
14341,337,3
14341,108,2
14341,298,2
14342,337,21
14342,79,5
14342,201,2
14342,277,9
14342,61,4
14342,270,2
14342,2,4
14342,187,4
14342,246,4
14342,305,3
14342,122,5
14342,141,4
14342,193,3
14342,20,2
14342,1,2
14342,379,2
14342,211,2
14342,45,2
14342,53,3
14342,335,3
14342,59,2
14342,313,3
14342,133,3
14342,285,4
14342,108,3
14342,248,2
14342,30,3
14342,380,3
14342,96,2
14342,288,2
14342,137,5
14342,344,8
14342,294,2
14342,33,2
14342,202,2
14342,177,8
14342,0,3
14342,118,17
14342,10,2
14342,157,5
14342,300,3
14342,166,28
14342,383,2
14342,167,5
14342,16,6
14342,154,3
14342,170,5
14342,189,10
14342,46,7
14342,197,19
14342,72,2
14342,311,2
14342,142,7
14342,233,4
14342,115,3
14342,266,2
14342,310,6
14342,206,26
14342,251,2
14342,341,2
14342,287,6
14342,13,3
14342,261,5
14342,60,5
14342,282,13
14342,139,4
14342,147,3
14342,376,3
14342,192,2
14342,200,4
14342,37,2
14342,273,2
14342,208,3
14342,130,4
14342,332,5
14342,303,2
14342,357,3
14342,95,2
14342,99,5
14342,5,3
14342,39,2
14342,298,4
14342,252,2
14343,345,2
14343,337,2
14343,357,2
14343,374,3
14343,70,2
14343,200,4
14343,310,2
14343,301,2
14344,198,2
14344,147,3
14344,216,2
14344,200,2
14344,215,2
14344,11,2
14344,5,2
14344,189,2
14344,142,4
14344,170,2
14344,257,3
14344,53,2
14344,311,2
14344,230,2
14344,166,4
14344,187,2
14345,33,3
14345,304,2
14345,108,2
14345,177,3
14345,105,2
14345,355,2
14345,346,2
14345,292,2
14345,122,2
14345,137,2
14345,49,2
14345,63,2
14346,167,3
14346,177,5
14346,200,6
14346,118,2
14346,189,2
14346,96,2
14346,287,5
14346,54,2
14346,137,2
14346,59,2
14346,157,4
14346,53,2
14346,79,3
14346,201,2
14346,277,3
14346,305,3
14346,95,2
14346,1,2
14346,288,2
14346,337,2
14346,133,3
14346,122,4
14346,29,2
14346,166,19
14346,60,3
14346,206,2
14346,375,2
14346,187,4
14346,139,2
14346,282,5
14346,251,2
14346,310,2
14346,142,7
14346,2,2
14346,197,3
14346,257,3
14346,147,2
14346,335,2
14346,46,2
14346,270,2
14346,154,2
14346,30,2
14346,332,2
14346,208,4
14346,130,3
14346,313,2
14346,99,3
14346,298,3
14346,5,3
14346,37,2
14346,61,2
14347,380,2
14347,105,2
14347,304,3
14347,222,2
14347,305,2
14347,177,2
14347,270,2
14347,349,2
14348,277,2
14348,65,2
14348,79,2
14348,166,2
14348,236,3
14348,1,2
14348,120,2
14348,61,2
14348,193,2
14348,170,3
14348,246,3
14348,3,2
14348,232,3
14348,379,2
14348,33,2
14348,202,2
14348,323,2
14348,248,2
14348,177,2
14348,250,2
14348,154,3
14348,380,4
14348,122,2
14348,197,7
14348,307,2
14348,383,2
14348,299,2
14348,137,2
14348,206,8
14348,344,6
14348,108,5
14348,198,2
14348,187,3
14348,129,2
14348,252,2
14348,300,4
14348,59,2
14348,381,2
14348,287,2
14348,50,2
14348,251,2
14348,282,2
14348,189,2
14348,105,3
14348,46,3
14348,332,3
14348,115,3
14348,376,4
14348,200,2
14348,238,2
14348,107,2
14348,118,2
14348,337,9
14348,310,4
14348,298,2
14348,357,2
14348,285,3
14348,211,2
14348,99,3
14348,209,2
14348,130,3
14348,273,2
14348,36,2
14349,16,3
14349,133,6
14349,5,5
14349,337,3
14349,33,2
14349,2,4
14349,277,4
14349,61,3
14349,257,4
14349,201,3
14349,79,4
14349,123,2
14349,270,3
14349,53,6
14349,198,2
14349,189,12
14349,141,3
14349,29,2
14349,170,3
14349,60,9
14349,335,3
14349,8,2
14349,197,19
14349,177,10
14349,118,5
14349,46,4
14349,285,3
14349,287,15
14349,187,7
14349,27,2
14349,30,7
14349,137,6
14349,11,3
14349,233,2
14349,303,2
14349,215,2
14349,39,2
14349,298,5
14349,99,7
14349,313,4
14349,105,3
14349,95,3
14349,357,2
14349,130,18
14349,318,2
14349,208,7
14349,200,6
14349,147,6
14349,380,2
14349,167,9
14349,305,4
14349,122,9
14349,1,2
14349,157,5
14349,139,5
14349,375,3
14349,344,4
14349,282,19
14349,142,22
14349,310,3
14349,206,11
14349,230,5
14349,311,4
14349,154,3
14350,230,4
14350,311,2
14350,139,2
14350,147,2
14350,200,2
14350,99,3
14350,318,2
14350,130,2
14350,105,2
14350,215,2
14350,313,2
14350,233,2
14350,208,2
14350,298,2
14350,257,4
14350,285,2
14350,123,3
14350,166,5
14350,79,2
14350,201,2
14350,277,2
14350,61,3
14350,118,2
14350,11,3
14350,187,2
14350,198,2
14350,2,2
14350,270,2
14350,39,2
14350,8,2
14350,375,2
14350,5,3
14350,170,2
14350,30,2
14350,380,2
14350,197,2
14350,177,4
14350,216,2
14350,243,2
14350,122,2
14350,344,2
14350,137,2
14350,53,3
14350,337,2
14350,1,2
14350,141,3
14350,154,2
14350,142,2
14350,33,3
14350,117,3
14350,282,2
14350,206,3
14350,287,3
14350,94,2
14350,279,2
14350,16,2
14350,27,3
14350,189,3
14350,29,3
14350,60,2
14350,46,2
14350,305,2
14350,167,2
14351,50,2
14351,177,2
14352,21,2
14352,305,2
14352,101,2
14352,376,2
14353,187,23
14353,300,2
14353,326,2
14353,242,3
14353,118,15
14353,285,13
14353,113,2
14353,277,4
14353,65,5
14353,245,5
14353,253,2
14353,354,3
14353,18,2
14353,337,9
14353,33,3
14353,108,9
14353,258,2
14353,170,9
14353,154,8
14353,167,4
14353,177,14
14353,82,2
14353,77,2
14353,344,5
14353,142,8
14353,243,3
14353,202,5
14353,76,4
14353,248,2
14353,236,6
14353,386,2
14353,357,3
14353,252,3
14353,130,3
14353,273,5
14353,50,2
14353,99,4
14353,40,2
14353,147,4
14353,282,4
14353,120,3
14353,200,3
14353,90,5
14353,302,3
14353,46,4
14353,211,5
14353,36,4
14353,115,4
14353,376,13
14353,310,11
14353,298,3
14353,279,4
14353,54,2
14353,16,5
14353,305,2
14353,26,3
14353,295,2
14353,206,10
14353,216,5
14353,291,5
14354,307,2
14354,141,2
14354,380,2
14354,215,2
14354,277,2
14354,50,2
14354,187,2
14354,257,2
14354,393,2
14354,99,2
14355,177,3
14355,285,2
14355,118,2
14355,344,2
14355,137,2
14355,166,4
14355,79,2
14355,337,2
14355,141,2
14355,122,2
14355,33,2
14355,1,2
14355,187,2
14355,61,2
14355,257,2
14355,277,2
14355,287,2
14355,11,2
14355,200,3
14355,130,2
14355,380,2
14355,170,2
14355,53,2
14355,2,2
14355,189,3
14355,60,2
14355,5,2
14355,39,2
14355,154,2
14355,298,2
14355,46,2
14355,16,2
14355,139,2
14355,282,2
14355,230,2
14355,206,2
14355,233,2
14355,99,2
14355,197,2
14356,233,2
14356,99,3
14356,170,2
14356,380,2
14356,282,2
14356,230,4
14356,139,2
14356,277,2
14356,200,2
14356,206,4
14356,197,3
14356,189,3
14356,60,2
14356,46,2
14356,299,2
14356,79,2
14356,5,2
14356,84,2
14356,27,2
14356,123,2
14356,29,2
14356,130,2
14356,166,7
14356,2,2
14356,177,4
14356,257,4
14356,61,3
14356,118,2
14356,287,2
14356,10,2
14356,33,2
14356,298,2
14356,344,2
14356,16,2
14356,137,2
14356,53,3
14356,337,3
14356,141,2
14356,122,2
14356,11,3
14356,285,2
14356,187,2
14356,154,2
14356,142,2
14356,7,2
14356,39,2
14356,357,2
14356,1,2
14357,135,2
14357,115,2
14357,337,2
14357,50,3
14357,177,2
14357,206,3
14357,45,2
14357,69,2
14358,201,2
14358,79,2
14358,216,2
14358,39,2
14358,170,2
14358,313,2
14358,344,2
14358,337,2
14358,197,2
14358,142,2
14358,117,2
14358,105,2
14358,215,2
14358,298,2
14358,318,2
14358,208,2
14358,200,2
14358,46,2
14358,139,2
14358,53,4
14358,147,2
14358,233,2
14358,206,3
14358,230,5
14358,137,2
14358,311,2
14358,60,2
14358,282,2
14358,277,2
14358,99,3
14358,257,5
14358,130,2
14358,270,2
14358,154,2
14358,167,2
14358,1,2
14358,141,3
14358,243,2
14358,305,2
14358,375,2
14358,122,2
14358,5,2
14358,11,4
14358,166,6
14358,177,3
14358,33,3
14358,61,3
14358,123,3
14358,380,2
14358,2,2
14358,198,2
14358,187,2
14358,285,2
14358,118,2
14358,30,2
14358,8,2
14358,94,2
14358,279,2
14358,16,2
14358,27,3
14358,189,4
14358,29,3
14358,287,3
14359,177,2
14359,376,2
14359,115,2
14359,108,2
