user,item,value
12504,27,9
12504,189,7
12504,46,41
12504,304,3
12504,216,43
12504,375,45
12504,273,7
12504,115,7
12504,37,7
12504,5,7
12504,364,3
12504,225,3
12504,39,45
12504,373,7
12504,322,41
12504,98,3
12504,95,49
12504,357,2
12504,197,43
12504,19,41
12504,30,43
12504,383,7
12504,170,45
12504,384,9
12504,314,2
12504,8,3
12504,167,7
12504,154,3
12504,250,2
12504,125,3
12504,308,8
12504,280,12
12504,50,9
12504,279,3
12504,365,12
12504,332,41
12504,51,9
12504,311,41
12504,24,2
12504,144,7
12504,206,7
12504,224,3
12504,244,9
12504,90,41
12504,155,3
12504,233,10
12504,203,49
12504,362,2
12504,131,3
12504,319,2
12504,287,43
12504,158,3
12504,56,3
12504,207,2
12504,242,43
12504,13,3
12504,353,7
12504,14,3
12504,150,41
12504,318,43
12504,328,3
12504,307,10
12504,117,7
12504,148,3
12505,27,11
12505,118,11
12505,347,9
12505,353,7
12505,231,2
12505,99,2
12505,364,2
12505,285,2
12505,5,7
12505,56,2
12505,158,2
12505,180,2
12505,373,10
12505,189,7
12505,60,4
12505,291,2
12505,207,2
12505,305,2
12505,260,7
12505,358,2
12505,159,2
12505,245,9
12505,98,2
12505,160,7
12505,109,2
12505,304,6
12505,84,7
12505,132,2
12505,333,11
12505,166,2
12505,66,11
12505,209,2
12505,75,4
12505,372,2
12505,350,5
12505,186,2
12505,378,9
12505,363,7
12505,57,7
12505,149,3
12505,124,4
12505,365,4
12505,307,11
12505,330,7
12505,383,7
12505,234,2
12505,344,7
12505,384,7
12505,196,2
12505,18,7
12505,167,7
12505,105,2
12505,252,2
12505,127,2
12505,335,2
12505,208,6
12505,356,4
12505,112,2
12505,175,2
12505,19,2
12505,142,7
12505,152,11
12505,328,4
12505,115,7
12505,37,7
12505,50,11
12505,165,2
12505,3,7
12505,343,4
12505,144,7
12505,155,2
12505,178,4
12505,244,7
12505,367,2
12505,233,7
12505,273,11
12505,117,7
12505,206,7
12506,380,9
12506,138,2
12506,112,2
12506,258,2
12506,170,4
12506,250,8
12506,167,8
12506,307,22
12506,244,8
12506,117,8
12506,251,2
12506,144,8
12506,206,11
12506,224,4
12506,190,5
12506,178,11
12506,338,2
12506,271,3
12506,142,8
12506,263,5
12506,36,5
12506,175,4
12506,115,8
12506,375,4
12506,334,2
12506,229,2
12506,46,3
12506,126,2
12506,391,2
12506,353,8
12506,60,11
12506,179,2
12506,189,8
12506,27,15
12506,373,32
12506,324,8
12506,129,11
12506,156,2
12506,328,11
12506,221,8
12506,199,11
12506,30,4
12506,366,2
12506,266,2
12506,336,6
12506,164,2
12506,291,5
12506,283,6
12506,384,8
12506,212,11
12506,176,3
12506,241,8
12506,264,11
12506,19,11
12506,344,11
12506,18,14
12506,276,2
12506,31,6
12506,349,11
12506,358,6
12506,246,3
12506,122,6
12506,132,2
12506,23,3
12506,37,10
12506,270,2
12506,233,16
12506,45,4
12506,262,2
12506,247,2
12506,44,4
12506,13,11
12506,383,16
12506,55,3
12506,147,6
12506,100,5
12506,365,16
12506,146,2
12506,238,2
12506,15,5
12506,273,16
12506,330,16
12506,234,4
12506,392,2
12506,162,8
12506,208,13
12506,195,2
12506,127,21
12506,257,5
12506,5,8
12506,82,2
12506,16,5
12506,141,8
12506,171,2
12506,259,2
12506,51,2
12506,282,3
12506,268,2
12506,139,3
12506,165,23
12506,173,2
12506,343,5
12506,345,4
12506,59,9
12506,297,16
12506,252,6
12506,105,5
12506,304,5
12506,381,4
12506,321,8
12506,357,4
12506,193,5
12506,109,2
12506,120,4
12506,124,17
12506,225,8
12506,332,3
12506,359,2
12506,41,5
12506,160,14
12506,201,2
12506,260,10
12506,277,3
12506,62,2
12506,214,8
12506,53,4
12506,350,17
12506,372,4
12506,168,5
12506,3,17
12506,186,2
12506,239,5
12506,1,6
12506,113,2
12506,64,16
12506,98,32
12506,145,6
12506,302,2
12506,39,2
12506,50,10
12506,148,8
12506,94,2
12506,158,8
12506,56,2
12506,96,2
12506,181,2
12506,207,11
12506,75,22
12506,66,19
12506,245,12
12506,378,24
12506,333,24
12506,84,8
12506,4,3
12506,308,16
12506,152,21
12506,280,8
12506,194,6
12506,298,3
12506,279,4
12506,0,4
12506,322,2
12506,57,16
12506,118,16
12506,347,8
12506,149,15
12506,286,5
12506,356,15
12506,363,8
12506,187,4
12506,303,2
12506,25,8
12506,78,2
12506,88,3
12506,385,5
12506,231,8
12506,125,4
12506,285,2
12506,389,6
12506,354,3
12506,107,2
12507,262,3
12507,257,9
12507,156,3
12507,270,4
12507,129,9
12507,152,5
12507,149,35
12507,306,2
12507,104,3
12507,363,5
12507,169,4
12507,389,3
12507,285,7
12507,107,35
12507,385,2
12507,231,4
12507,360,34
12507,187,36
12507,291,3
12507,11,36
12507,237,4
12507,197,34
12507,328,4
12507,4,2
12507,79,4
12507,245,12
12507,84,5
12507,333,5
12507,78,4
12507,378,15
12507,123,36
12507,23,5
12507,26,32
12507,132,3
12507,358,10
12507,260,5
12507,276,3
12507,45,7
12507,160,11
12507,141,36
12507,14,4
12507,120,37
12507,53,3
12507,350,5
12507,379,2
12507,64,3
12507,62,8
12507,52,4
12507,214,5
12507,20,3
12507,133,42
12507,3,5
12507,83,32
12507,113,35
12507,124,7
12507,137,2
12507,372,8
12507,165,4
12507,338,7
12507,201,8
12507,18,44
12507,193,43
12507,344,5
12507,19,32
12507,264,3
12507,241,4
12507,384,7
12507,82,5
12507,314,2
12507,43,3
12507,383,8
12507,31,39
12507,167,5
12507,154,4
12507,170,41
12507,335,3
12507,258,5
12507,173,2
12507,179,2
12507,175,3
12507,30,32
12507,250,13
12507,307,10
12507,308,9
12507,279,5
12507,75,6
12507,51,8
12507,117,5
12507,13,4
12507,203,40
12507,44,3
12507,233,9
12507,155,3
12507,266,3
12507,90,32
12507,244,7
12507,178,3
12507,224,5
12507,131,4
12507,206,5
12507,144,5
12507,311,34
12507,39,36
12507,251,4
12507,322,35
12507,280,12
12507,50,8
12507,259,3
12507,66,5
12507,365,13
12507,238,7
12507,40,41
12507,273,17
12507,330,8
12507,336,4
12507,195,3
12507,318,32
12507,252,12
12507,150,32
12507,304,4
12507,357,4
12507,95,38
12507,98,4
12507,125,5
12507,324,39
12507,332,39
12507,142,39
12507,148,4
12507,54,3
12507,37,7
12507,115,5
12507,375,32
12507,334,3
12507,216,32
12507,42,3
12507,46,36
12507,126,3
12507,391,2
12507,353,5
12507,189,5
12507,27,8
12507,16,39
12507,268,3
12507,373,5
12507,364,4
12507,287,32
12507,36,6
12507,326,2
12507,5,5
12507,0,3
12507,158,4
12507,56,3
12507,319,2
12507,254,2
12507,96,2
12507,207,2
12507,225,3
12507,242,34
12507,297,9
12507,59,41
12507,345,3
12507,381,5
12507,57,5
12507,118,5
12507,347,5
12507,8,4
12508,95,14
12508,357,3
12508,303,14
12508,375,13
12508,44,2
12508,98,6
12508,50,6
12508,304,2
12508,280,4
12508,115,6
12508,322,10
12508,39,17
12508,225,2
12508,203,14
12508,364,2
12508,37,8
12508,271,3
12508,125,4
12508,287,10
12508,149,10
12508,285,5
12508,36,9
12508,152,11
12508,360,10
12508,363,6
12508,158,3
12508,187,13
12508,238,2
12508,40,16
12508,344,9
12508,273,19
12508,336,4
12508,208,2
12508,318,13
12508,24,3
12508,252,6
12508,150,10
12508,169,2
12508,389,2
12508,330,8
12508,216,13
12508,308,5
12508,46,12
12508,335,2
12508,258,2
12508,380,5
12508,112,2
12508,148,3
12508,175,3
12508,30,10
12508,14,2
12508,170,19
12508,197,10
12508,307,12
12508,142,16
12508,27,6
12508,16,15
12508,179,2
12508,373,6
12508,279,4
12508,129,10
12508,328,2
12508,42,2
12508,154,2
12508,167,6
12508,391,2
12508,353,6
12508,60,2
12508,189,6
12508,5,6
12508,362,3
12508,13,6
12508,117,6
12508,250,7
12508,264,2
12508,176,3
12508,54,2
12508,384,6
12508,369,4
12508,82,2
12508,177,2
12508,43,2
12508,383,8
12508,241,3
12508,61,5
12508,261,2
12508,277,3
12508,332,16
12508,26,10
12508,131,2
12508,206,9
12508,144,6
12508,251,4
12508,311,10
12508,282,3
12508,139,5
12508,122,2
12508,338,2
12508,151,2
12508,192,2
12508,365,8
12508,64,2
12508,11,12
12508,45,5
12508,358,7
12508,1,3
12508,31,13
12508,113,10
12508,257,2
12508,20,2
12508,141,13
12508,193,18
12508,120,14
12508,276,2
12508,237,2
12508,124,6
12508,291,8
12508,186,2
12508,379,4
12508,214,2
12508,53,2
12508,372,5
12508,133,18
12508,288,2
12508,3,6
12508,83,10
12508,52,2
12508,305,2
12508,324,13
12508,147,5
12508,233,9
12508,66,6
12508,75,2
12508,178,2
12508,224,4
12508,96,2
12508,326,2
12508,254,2
12508,155,2
12508,56,2
12508,23,3
12508,231,3
12508,107,10
12508,181,2
12508,242,10
12508,8,2
12508,297,5
12508,59,18
12508,0,2
12508,90,10
12508,78,2
12508,245,11
12508,244,6
12508,18,19
12508,165,3
12508,19,10
12508,118,9
12508,57,8
12508,381,4
12508,345,2
12508,260,6
12508,347,6
12508,145,2
12508,160,10
12508,79,2
12508,84,6
12508,333,6
12508,378,13
12508,201,3
12508,123,12
12509,120,2
12509,318,2
12509,241,2
12509,19,2
12509,18,2
12509,165,2
12509,83,2
12509,133,4
12509,62,2
12509,170,2
12509,113,2
12509,13,2
12509,142,2
12509,332,2
12509,51,2
12509,324,2
12509,311,2
12509,90,2
12509,233,2
12509,203,4
12509,378,2
12509,30,2
12509,197,2
12509,193,2
12509,365,2
12509,141,4
12509,11,2
12509,123,2
12509,40,4
12509,26,2
12509,95,4
12509,280,2
12509,39,2
12509,375,2
12509,216,2
12509,46,2
12509,16,2
12509,148,2
12509,287,4
12509,242,4
12509,308,2
12509,297,2
12509,322,2
12509,150,2
12509,158,2
12509,303,8
12509,201,2
12509,149,2
12509,31,2
12509,187,2
12509,107,2
12509,231,2
12509,59,2
12509,360,2
12510,208,2
12510,5,6
12510,216,17
12510,36,3
12510,375,19
12510,115,6
12510,37,8
12510,364,4
12510,332,19
12510,298,2
12510,322,13
12510,125,3
12510,302,3
12510,280,9
12510,98,7
12510,95,16
12510,235,5
12510,336,4
12510,39,24
12510,162,4
12510,311,13
12510,203,16
12510,213,5
12510,338,21
12510,359,3
12510,41,2
12510,51,5
12510,324,25
12510,330,8
12510,357,12
12510,251,2
12510,144,6
12510,131,4
12510,224,3
12510,190,2
12510,178,2
12510,244,6
12510,90,13
12510,233,11
12510,44,2
12510,206,6
12510,303,23
12510,14,4
12510,304,4
12510,114,5
12510,384,11
12510,241,5
12510,264,2
12510,19,15
12510,344,6
12510,18,31
12510,64,2
12510,137,5
12510,124,6
12510,113,13
12510,83,13
12510,3,8
12510,307,11
12510,142,19
12510,168,2
12510,117,6
12510,55,2
12510,383,8
12510,167,6
12510,250,30
12510,150,13
12510,252,17
12510,24,4
12510,127,3
12510,318,17
12510,362,4
12510,13,5
12510,155,2
12510,321,2
12510,175,3
12510,197,13
12510,199,2
12510,30,15
12510,179,3
12510,173,2
12510,112,2
12510,170,26
12510,154,4
12510,328,4
12510,365,10
12510,238,21
12510,40,16
12510,276,2
12510,31,25
12510,281,5
12510,358,17
12510,246,2
12510,26,13
12510,45,12
12510,141,18
12510,287,13
12510,169,4
12510,56,2
12510,286,2
12510,149,13
12510,152,6
12510,129,15
12510,270,4
12510,61,4
12510,237,4
12510,193,27
12510,299,5
12510,186,2
12510,308,9
12510,50,6
12510,46,18
12510,391,2
12510,353,6
12510,189,6
12510,279,3
12510,27,6
12510,257,7
12510,16,24
12510,165,8
12510,11,16
12510,53,7
12510,214,4
12510,148,5
12510,379,4
12510,62,5
12510,52,3
12510,373,6
12510,260,6
12510,120,16
12510,356,3
12510,306,2
12510,118,6
12510,0,2
12510,78,2
12510,385,2
12510,231,5
12510,107,18
12510,285,17
12510,389,2
12510,88,2
12510,187,25
12510,347,6
12510,372,3
12510,59,25
12510,133,16
12510,273,26
12510,201,9
12510,57,6
12510,345,5
12510,381,3
12510,75,10
12510,79,4
12510,84,6
12510,333,6
12510,378,17
12510,123,16
12510,245,19
12510,66,6
12510,297,9
12510,350,2
12510,4,2
12510,158,5
12510,360,13
12510,363,6
12510,319,5
12510,96,2
12510,207,2
12510,242,13
12510,8,4
12510,160,8
12511,362,2
12511,350,3
12511,392,3
12511,201,2
12511,318,2
12511,285,2
12511,24,2
12511,345,3
12511,216,2
12511,375,2
12511,61,2
12511,92,2
12512,353,4
12512,115,4
12512,37,4
12512,5,4
12512,125,2
12512,27,4
12512,98,2
12512,117,4
12512,75,2
12512,66,4
12512,245,6
12512,378,6
12512,224,2
12512,84,4
12512,189,4
12512,279,2
12512,308,2
12512,206,4
12512,118,4
12512,297,2
12512,381,2
12512,57,4
12512,231,2
12512,373,4
12512,347,4
12512,363,4
12512,107,2
12512,148,2
12512,158,2
12512,333,4
12512,50,4
12512,356,2
12512,144,4
12512,165,4
12512,235,2
12512,160,4
12512,129,2
12512,152,4
12512,142,4
12512,307,6
12512,175,2
12512,250,4
12512,167,4
12512,383,4
12512,260,4
12512,338,2
12512,241,2
12512,18,4
12512,3,6
12512,120,2
12512,344,4
12512,127,2
12512,233,6
12512,358,2
12512,252,5
12512,193,3
12512,330,4
12512,273,9
12512,238,2
12512,365,2
12512,213,2
12512,244,4
12512,13,2
12512,114,2
12512,384,4
12512,141,2
12513,273,2
12513,333,2
12513,152,2
12513,285,2
12513,118,2
12513,16,2
12513,304,2
12513,208,2
12513,245,4
12513,60,2
12513,66,2
12513,343,2
12513,238,2
12513,291,2
12513,358,2
12513,372,2
12513,338,2
12513,250,2
12513,328,2
12513,178,2
12513,124,2
12514,148,3
12514,373,2
12514,308,8
12514,279,2
12514,54,2
12514,50,4
12514,158,3
12514,206,2
12514,332,2
12514,144,2
12514,57,2
12514,27,4
12514,291,2
12514,358,2
12514,141,3
12514,193,2
12514,297,8
12514,189,2
12514,111,2
12514,278,2
12514,120,2
12514,118,2
12514,151,2
12514,365,7
12514,273,6
12514,330,2
12514,127,2
12514,252,4
12514,370,2
12514,98,2
12514,52,4
12514,5,2
12514,37,2
12514,115,2
12514,36,2
12514,42,2
12514,353,2
12514,29,2
12514,20,2
12514,125,2
12514,214,5
12514,11,2
12514,160,4
12514,347,2
12514,75,2
12514,66,2
12514,245,2
12514,333,2
12514,84,2
12514,378,5
12514,260,2
12514,257,7
12514,129,2
12514,152,2
12514,356,4
12514,363,2
12514,231,3
12514,165,5
12514,45,2
12514,381,2
12514,123,2
12514,244,4
12514,288,2
12514,224,2
12514,18,2
12514,344,2
12514,241,3
12514,384,2
12514,369,2
12514,43,2
12514,383,2
12514,3,4
12514,335,2
12514,175,2
12514,307,4
12514,142,2
12514,117,2
12514,13,3
12514,233,5
12514,167,2
12515,260,2
12515,160,2
12515,84,2
12515,333,2
12515,378,2
12515,245,2
12515,66,2
12515,117,2
12515,18,2
12515,344,2
12515,37,2
12515,307,2
12515,142,2
12515,167,2
12515,152,2
12515,3,2
12515,363,2
12515,118,2
12515,57,2
12515,347,2
12515,383,2
12515,206,2
12515,144,2
12515,273,2
12515,330,2
12515,5,2
12515,244,2
12515,115,2
12515,353,2
12515,189,2
12515,27,2
12515,373,2
12515,50,2
12515,384,2
12515,233,2
12516,14,2
12516,3,3
12516,168,2
12516,51,6
12516,282,2
12516,5,3
12516,334,2
12516,115,3
12516,163,4
12516,36,6
12516,328,6
12516,346,2
12516,37,3
12516,263,2
12516,229,2
12516,142,3
12516,117,3
12516,13,2
12516,247,3
12516,233,3
12516,266,2
12516,126,2
12516,271,2
12516,178,8
12516,206,5
12516,324,2
12516,343,6
12516,173,2
12516,112,4
12516,307,7
12516,353,3
12516,322,2
12516,189,3
12516,380,2
12516,195,2
12516,194,4
12516,98,6
12516,303,4
12516,304,6
12516,69,2
12516,105,2
12516,150,2
12516,252,2
12516,127,4
12516,70,2
12516,208,6
12516,330,5
12516,60,8
12516,273,7
12516,365,4
12516,192,2
12516,147,2
12516,139,4
12516,268,2
12516,109,2
12516,280,4
12516,144,3
12516,50,3
12516,308,2
12516,373,16
12516,16,2
12516,27,5
12516,366,2
12516,15,2
12516,212,2
12516,244,3
12516,124,8
12516,160,5
12516,259,2
12516,201,4
12516,260,3
12516,277,2
12516,61,2
12516,62,4
12516,257,2
12516,107,2
12516,11,2
12516,291,2
12516,305,2
12516,297,2
12516,59,4
12516,84,3
12516,345,4
12516,118,11
12516,347,3
12516,389,2
12516,327,4
12516,363,3
12516,23,2
12516,185,2
12516,349,2
12516,31,2
12516,171,2
12516,193,4
12516,1,2
12516,262,2
12516,113,2
12516,57,3
12516,333,11
12516,52,2
12516,143,6
12516,156,2
12516,64,2
12516,18,5
12516,344,5
12516,264,4
12516,176,2
12516,384,3
12516,258,2
12516,100,2
12516,369,2
12516,382,4
12516,177,2
12516,383,5
12516,167,3
12516,82,2
12516,261,2
12516,165,2
12516,129,2
12516,350,14
12516,372,2
12516,149,13
12516,207,2
12516,378,3
12516,356,2
12516,245,3
12516,66,9
12516,75,7
12516,152,13
12516,214,2
12516,123,2
12517,277,8
12517,61,9
12517,333,11
12517,260,9
12517,201,10
12517,160,11
12517,79,3
12517,84,9
12517,378,21
12517,16,37
12517,123,3
12517,245,44
12517,66,11
12517,75,7
12517,187,8
12517,88,2
12517,285,33
12517,129,25
12517,27,9
12517,81,2
12517,152,19
12517,242,3
12517,389,2
12517,363,9
12517,118,19
12517,57,9
12517,381,9
12517,345,9
12517,59,21
12517,297,3
12517,8,3
12517,96,6
12517,149,5
12517,319,3
12517,158,3
12517,287,3
12517,148,3
12517,50,9
12517,279,9
12517,308,3
12517,231,3
12517,373,11
12517,107,9
12517,56,2
12517,189,9
12517,37,15
12517,150,3
12517,46,7
12517,216,12
12517,36,14
12517,375,10
12517,115,9
12517,299,10
12517,5,9
12517,39,31
12517,7,3
12517,298,2
12517,322,3
12517,125,12
12517,302,2
12517,280,6
12517,98,5
12517,95,5
12517,364,3
12517,360,3
12517,347,9
12517,391,6
12517,353,11
12517,60,4
12517,235,4
12517,252,22
12517,24,7
12517,318,12
12517,208,4
12517,336,3
12517,162,2
12517,330,11
12517,273,41
12517,40,5
12517,304,5
12517,238,41
12517,192,2
12517,332,5
12517,213,4
12517,151,2
12517,147,10
12517,338,40
12517,321,2
12517,303,8
12517,357,5
12517,365,11
12517,0,7
12517,17,2
12517,139,10
12517,51,3
12517,324,15
12517,343,2
12517,261,2
12517,311,3
12517,251,6
12517,144,9
12517,206,17
12517,131,3
12517,224,9
12517,190,2
12517,178,4
12517,244,9
12517,90,3
12517,271,8
12517,233,12
12517,44,7
12517,203,5
12517,362,7
12517,13,11
12517,142,12
12517,114,4
12517,307,20
12517,359,2
12517,169,3
12517,72,9
12517,328,5
12517,197,5
12517,14,3
12517,199,2
12517,30,3
12517,175,10
12517,117,9
12517,179,3
12517,112,2
12517,380,8
12517,136,2
12517,170,38
12517,154,3
12517,250,41
12517,167,9
12517,55,2
12517,177,2
